,subject,predicate,object
46,data:titanic:passenger:5,has_a_marital_status,Unknown
47,data:titanic:passenger:5,has_an_age_of,48.0
48,data:titanic:passenger:5,stayed_in,data:titanic:cabin:E12
49,data:titanic:ticket19952,cost,26.55
50,data:titanic:passenger:5,purchased,data:titanic:ticket19952
51,data:titanic:ticket19952,has_a_cabin,data:titanic:cabin:E12
52,data:titanic:passenger:6,is_a,https://en.wikipedia.org/wiki/Woman
53,data:titanic:passenger:6,has_a_name,Kornelia Theodosia Andrews
54,data:titanic:passenger:6,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
55,data:titanic:passenger:6,has_an_age_of,63.0
56,data:titanic:passenger:6,stayed_in,data:titanic:cabin:D7
57,data:titanic:ticket13502,cost,77.9583
58,data:titanic:passenger:6,purchased,data:titanic:ticket13502
59,data:titanic:ticket13502,has_a_cabin,data:titanic:cabin:D7
60,data:titanic:passenger:7,is_a,https://en.wikipedia.org/wiki/Man
61,data:titanic:passenger:7,has_a_name,Thomas Jr Andrews
62,data:titanic:passenger:7,has_a_marital_status,Unknown
63,data:titanic:passenger:7,has_an_age_of,39.0
64,data:titanic:passenger:7,stayed_in,data:titanic:cabin:A36
65,data:titanic:ticket112050,cost,0.0
66,data:titanic:passenger:7,purchased,data:titanic:ticket112050
67,data:titanic:ticket112050,has_a_cabin,data:titanic:cabin:A36
68,data:titanic:passenger:8,is_a,https://en.wikipedia.org/wiki/Woman
69,data:titanic:passenger:8,has_a_name,Edward Dale \(Charlotte Lamson\) Appleton
70,data:titanic:passenger:8,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
71,data:titanic:passenger:8,is_married_to,Edward Appleton
72,data:titanic:passenger:8,has_an_age_of,53.0
73,data:titanic:passenger:8,stayed_in,data:titanic:cabin:C101
74,data:titanic:ticket11769,cost,51.4792
75,data:titanic:passenger:8,purchased,data:titanic:ticket11769
76,data:titanic:ticket11769,has_a_cabin,data:titanic:cabin:C101
77,data:titanic:passenger:8,travel_with,data:titanic:passenger:-1
78,data:titanic:passenger:-1,travel_with,data:titanic:passenger:8
79,data:titanic:passenger:-1,is_married_to,data:titanic:passenger:8
80,data:titanic:passenger:9,is_a,https://en.wikipedia.org/wiki/Man
81,data:titanic:passenger:9,has_a_name,Ramon Artagaveytia
82,data:titanic:passenger:9,has_a_marital_status,Unknown
83,data:titanic:passenger:9,has_an_age_of,71.0
84,data:titanic:passenger:9,stayed_in,data:titanic:cabin:unknown
85,data:titanic:ticketPC 17609,cost,49.5042
86,data:titanic:passenger:9,purchased,data:titanic:ticketPC 17609
87,data:titanic:ticketPC 17609,has_a_cabin,data:titanic:cabin:unknown
88,data:titanic:passenger:10,is_a,https://en.wikipedia.org/wiki/Man
89,data:titanic:passenger:10,has_a_name,John Jacob Astor
90,data:titanic:passenger:10,has_a_marital_status,Unknown
91,data:titanic:passenger:10,has_an_age_of,47.0
92,data:titanic:passenger:10,stayed_in,data:titanic:cabin:C62 C64
93,data:titanic:ticketPC 17757,cost,227.525
94,data:titanic:passenger:10,purchased,data:titanic:ticketPC 17757
95,data:titanic:ticketPC 17757,has_a_cabin,data:titanic:cabin:C62 C64
96,data:titanic:passenger:11,is_a,https://en.wikipedia.org/wiki/Woman
97,data:titanic:passenger:11,has_a_name,John Jacob \(Madeleine Talmadge Force\) Astor
98,data:titanic:passenger:11,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
99,data:titanic:passenger:11,is_married_to,John Astor
100,data:titanic:passenger:11,has_an_age_of,18.0
101,data:titanic:passenger:11,stayed_in,data:titanic:cabin:C62 C64
102,data:titanic:ticketPC 17757,cost,227.525
103,data:titanic:passenger:11,purchased,data:titanic:ticketPC 17757
104,data:titanic:ticketPC 17757,has_a_cabin,data:titanic:cabin:C62 C64
105,data:titanic:passenger:11,travel_with,"data:titanic:passenger:Index([10], dtype='int64')"
106,"data:titanic:passenger:Index([10], dtype='int64')",travel_with,data:titanic:passenger:11
107,"data:titanic:passenger:Index([10], dtype='int64')",is_married_to,data:titanic:passenger:11
108,data:titanic:passenger:12,is_a,https://en.wikipedia.org/wiki/Woman
109,data:titanic:passenger:12,has_a_name,Leontine Pauline Aubart
110,data:titanic:passenger:12,has_a_marital_status,Unknown
111,data:titanic:passenger:12,has_an_age_of,24.0
112,data:titanic:passenger:12,stayed_in,data:titanic:cabin:B35
113,data:titanic:ticketPC 17477,cost,69.3
114,data:titanic:passenger:12,purchased,data:titanic:ticketPC 17477
115,data:titanic:ticketPC 17477,has_a_cabin,data:titanic:cabin:B35
116,data:titanic:passenger:13,is_a,https://en.wikipedia.org/wiki/Woman
117,data:titanic:passenger:13,has_a_name,"Ellen ""Nellie"" Barber"
118,data:titanic:passenger:13,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
119,data:titanic:passenger:13,has_an_age_of,26.0
120,data:titanic:passenger:13,stayed_in,data:titanic:cabin:unknown
121,data:titanic:ticket19877,cost,78.85
122,data:titanic:passenger:13,purchased,data:titanic:ticket19877
123,data:titanic:ticket19877,has_a_cabin,data:titanic:cabin:unknown
124,data:titanic:passenger:14,is_a,https://en.wikipedia.org/wiki/Man
125,data:titanic:passenger:14,has_a_name,Algernon Henry Wilson Barkworth
126,data:titanic:passenger:14,has_a_marital_status,Unknown
127,data:titanic:passenger:14,has_an_age_of,80.0
128,data:titanic:passenger:14,stayed_in,data:titanic:cabin:A23
129,data:titanic:ticket27042,cost,30.0
130,data:titanic:passenger:14,purchased,data:titanic:ticket27042
131,data:titanic:ticket27042,has_a_cabin,data:titanic:cabin:A23
132,data:titanic:passenger:15,is_a,https://en.wikipedia.org/wiki/Man
133,data:titanic:passenger:15,has_a_name,John D Baumann
134,data:titanic:passenger:15,has_a_marital_status,Unknown
135,data:titanic:passenger:15,has_an_age_of,Unknown
136,data:titanic:passenger:15,stayed_in,data:titanic:cabin:unknown
137,data:titanic:ticketPC 17318,cost,25.925
138,data:titanic:passenger:15,purchased,data:titanic:ticketPC 17318
139,data:titanic:ticketPC 17318,has_a_cabin,data:titanic:cabin:unknown
140,data:titanic:passenger:16,is_a,https://en.wikipedia.org/wiki/Man
141,data:titanic:passenger:16,has_a_name,Quigg Edmond Baxter
142,data:titanic:passenger:16,has_a_marital_status,Unknown
143,data:titanic:passenger:16,has_an_age_of,24.0
144,data:titanic:passenger:16,stayed_in,data:titanic:cabin:B58 B60
145,data:titanic:ticketPC 17558,cost,247.5208
146,data:titanic:passenger:16,purchased,data:titanic:ticketPC 17558
147,data:titanic:ticketPC 17558,has_a_cabin,data:titanic:cabin:B58 B60
148,data:titanic:passenger:17,is_a,https://en.wikipedia.org/wiki/Woman
149,data:titanic:passenger:17,has_a_name,James \(Helene DeLaudeniere Chaput\) Baxter
150,data:titanic:passenger:17,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
151,data:titanic:passenger:17,is_married_to,James Baxter
152,data:titanic:passenger:17,has_an_age_of,50.0
153,data:titanic:passenger:17,stayed_in,data:titanic:cabin:B58 B60
154,data:titanic:ticketPC 17558,cost,247.5208
155,data:titanic:passenger:17,purchased,data:titanic:ticketPC 17558
156,data:titanic:ticketPC 17558,has_a_cabin,data:titanic:cabin:B58 B60
157,data:titanic:passenger:17,travel_with,data:titanic:passenger:-1
158,data:titanic:passenger:-1,travel_with,data:titanic:passenger:17
159,data:titanic:passenger:-1,is_married_to,data:titanic:passenger:17
160,data:titanic:passenger:18,is_a,https://en.wikipedia.org/wiki/Woman
161,data:titanic:passenger:18,has_a_name,Albina Bazzani
162,data:titanic:passenger:18,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
163,data:titanic:passenger:18,has_an_age_of,32.0
164,data:titanic:passenger:18,stayed_in,data:titanic:cabin:D15
165,data:titanic:ticket11813,cost,76.2917
166,data:titanic:passenger:18,purchased,data:titanic:ticket11813
167,data:titanic:ticket11813,has_a_cabin,data:titanic:cabin:D15
168,data:titanic:passenger:19,is_a,https://en.wikipedia.org/wiki/Man
169,data:titanic:passenger:19,has_a_name,Thomson Beattie
170,data:titanic:passenger:19,has_a_marital_status,Unknown
171,data:titanic:passenger:19,has_an_age_of,36.0
172,data:titanic:passenger:19,stayed_in,data:titanic:cabin:C6
173,data:titanic:ticket13050,cost,75.2417
174,data:titanic:passenger:19,purchased,data:titanic:ticket13050
175,data:titanic:ticket13050,has_a_cabin,data:titanic:cabin:C6
176,data:titanic:passenger:20,is_a,https://en.wikipedia.org/wiki/Man
177,data:titanic:passenger:20,has_a_name,Richard Leonard Beckwith
178,data:titanic:passenger:20,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
179,data:titanic:passenger:20,has_an_age_of,37.0
180,data:titanic:passenger:20,stayed_in,data:titanic:cabin:D35
181,data:titanic:ticket11751,cost,52.5542
182,data:titanic:passenger:20,purchased,data:titanic:ticket11751
183,data:titanic:ticket11751,has_a_cabin,data:titanic:cabin:D35
184,data:titanic:passenger:21,is_a,https://en.wikipedia.org/wiki/Woman
185,data:titanic:passenger:21,has_a_name,Richard Leonard \(Sallie Monypeny\) Beckwith
186,data:titanic:passenger:21,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
187,data:titanic:passenger:21,is_married_to,Richard Beckwith
188,data:titanic:passenger:21,has_an_age_of,47.0
189,data:titanic:passenger:21,stayed_in,data:titanic:cabin:D35
190,data:titanic:ticket11751,cost,52.5542
191,data:titanic:passenger:21,purchased,data:titanic:ticket11751
192,data:titanic:ticket11751,has_a_cabin,data:titanic:cabin:D35
193,data:titanic:passenger:21,travel_with,"data:titanic:passenger:Index([20], dtype='int64')"
194,"data:titanic:passenger:Index([20], dtype='int64')",travel_with,data:titanic:passenger:21
195,"data:titanic:passenger:Index([20], dtype='int64')",is_married_to,data:titanic:passenger:21
196,data:titanic:passenger:22,is_a,https://en.wikipedia.org/wiki/Man
197,data:titanic:passenger:22,has_a_name,Karl Howell Behr
198,data:titanic:passenger:22,has_a_marital_status,Unknown
199,data:titanic:passenger:22,has_an_age_of,26.0
200,data:titanic:passenger:22,stayed_in,data:titanic:cabin:C148
201,data:titanic:ticket111369,cost,30.0
202,data:titanic:passenger:22,purchased,data:titanic:ticket111369
203,data:titanic:ticket111369,has_a_cabin,data:titanic:cabin:C148
204,data:titanic:passenger:23,is_a,https://en.wikipedia.org/wiki/Woman
205,data:titanic:passenger:23,has_a_name,Rosalie Bidois
206,data:titanic:passenger:23,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
207,data:titanic:passenger:23,has_an_age_of,42.0
208,data:titanic:passenger:23,stayed_in,data:titanic:cabin:unknown
209,data:titanic:ticketPC 17757,cost,227.525
210,data:titanic:passenger:23,purchased,data:titanic:ticketPC 17757
211,data:titanic:ticketPC 17757,has_a_cabin,data:titanic:cabin:unknown
212,data:titanic:passenger:24,is_a,https://en.wikipedia.org/wiki/Woman
213,data:titanic:passenger:24,has_a_name,Ellen Bird
214,data:titanic:passenger:24,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
215,data:titanic:passenger:24,has_an_age_of,29.0
216,data:titanic:passenger:24,stayed_in,data:titanic:cabin:C97
217,data:titanic:ticketPC 17483,cost,221.7792
218,data:titanic:passenger:24,purchased,data:titanic:ticketPC 17483
219,data:titanic:ticketPC 17483,has_a_cabin,data:titanic:cabin:C97
220,data:titanic:passenger:25,is_a,https://en.wikipedia.org/wiki/Man
221,data:titanic:passenger:25,has_a_name,Jakob Birnbaum
222,data:titanic:passenger:25,has_a_marital_status,Unknown
223,data:titanic:passenger:25,has_an_age_of,25.0
224,data:titanic:passenger:25,stayed_in,data:titanic:cabin:unknown
225,data:titanic:ticket13905,cost,26.0
226,data:titanic:passenger:25,purchased,data:titanic:ticket13905
227,data:titanic:ticket13905,has_a_cabin,data:titanic:cabin:unknown
228,data:titanic:passenger:26,is_a,https://en.wikipedia.org/wiki/Man
229,data:titanic:passenger:26,has_a_name,Dickinson H Bishop
230,data:titanic:passenger:26,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
231,data:titanic:passenger:26,has_an_age_of,25.0
232,data:titanic:passenger:26,stayed_in,data:titanic:cabin:B49
233,data:titanic:ticket11967,cost,91.0792
234,data:titanic:passenger:26,purchased,data:titanic:ticket11967
235,data:titanic:ticket11967,has_a_cabin,data:titanic:cabin:B49
236,data:titanic:passenger:27,is_a,https://en.wikipedia.org/wiki/Woman
237,data:titanic:passenger:27,has_a_name,Dickinson H \(Helen Walton\) Bishop
238,data:titanic:passenger:27,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
239,data:titanic:passenger:27,is_married_to,Dickinson Bishop
240,data:titanic:passenger:27,has_an_age_of,19.0
241,data:titanic:passenger:27,stayed_in,data:titanic:cabin:B49
242,data:titanic:ticket11967,cost,91.0792
243,data:titanic:passenger:27,purchased,data:titanic:ticket11967
244,data:titanic:ticket11967,has_a_cabin,data:titanic:cabin:B49
245,data:titanic:passenger:27,travel_with,"data:titanic:passenger:Index([26], dtype='int64')"
246,"data:titanic:passenger:Index([26], dtype='int64')",travel_with,data:titanic:passenger:27
247,"data:titanic:passenger:Index([26], dtype='int64')",is_married_to,data:titanic:passenger:27
248,data:titanic:passenger:28,is_a,https://en.wikipedia.org/wiki/Woman
249,data:titanic:passenger:28,has_a_name,Amelia Bissette
250,data:titanic:passenger:28,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
251,data:titanic:passenger:28,has_an_age_of,35.0
252,data:titanic:passenger:28,stayed_in,data:titanic:cabin:C99
253,data:titanic:ticketPC 17760,cost,135.6333
254,data:titanic:passenger:28,purchased,data:titanic:ticketPC 17760
255,data:titanic:ticketPC 17760,has_a_cabin,data:titanic:cabin:C99
256,data:titanic:passenger:29,is_a,https://en.wikipedia.org/wiki/Man
257,data:titanic:passenger:29,has_a_name,Mauritz Hakan Bjornstrom-Steffansson
258,data:titanic:passenger:29,has_a_marital_status,Unknown
259,data:titanic:passenger:29,has_an_age_of,28.0
260,data:titanic:passenger:29,stayed_in,data:titanic:cabin:C52
261,data:titanic:ticket110564,cost,26.55
262,data:titanic:passenger:29,purchased,data:titanic:ticket110564
263,data:titanic:ticket110564,has_a_cabin,data:titanic:cabin:C52
264,data:titanic:passenger:30,is_a,https://en.wikipedia.org/wiki/Man
265,data:titanic:passenger:30,has_a_name,Stephen Weart Blackwell
266,data:titanic:passenger:30,has_a_marital_status,Unknown
267,data:titanic:passenger:30,has_an_age_of,45.0
268,data:titanic:passenger:30,stayed_in,data:titanic:cabin:T
269,data:titanic:ticket113784,cost,35.5
270,data:titanic:passenger:30,purchased,data:titanic:ticket113784
271,data:titanic:ticket113784,has_a_cabin,data:titanic:cabin:T
272,data:titanic:passenger:31,is_a,https://en.wikipedia.org/wiki/Man
273,data:titanic:passenger:31,has_a_name,Henry Blank
274,data:titanic:passenger:31,has_a_marital_status,Unknown
275,data:titanic:passenger:31,has_an_age_of,40.0
276,data:titanic:passenger:31,stayed_in,data:titanic:cabin:A31
277,data:titanic:ticket112277,cost,31.0
278,data:titanic:passenger:31,purchased,data:titanic:ticket112277
279,data:titanic:ticket112277,has_a_cabin,data:titanic:cabin:A31
280,data:titanic:passenger:32,is_a,https://en.wikipedia.org/wiki/Woman
281,data:titanic:passenger:32,has_a_name,Caroline Bonnell
282,data:titanic:passenger:32,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
283,data:titanic:passenger:32,has_an_age_of,30.0
284,data:titanic:passenger:32,stayed_in,data:titanic:cabin:C7
285,data:titanic:ticket36928,cost,164.8667
286,data:titanic:passenger:32,purchased,data:titanic:ticket36928
287,data:titanic:ticket36928,has_a_cabin,data:titanic:cabin:C7
288,data:titanic:passenger:33,is_a,https://en.wikipedia.org/wiki/Woman
289,data:titanic:passenger:33,has_a_name,Elizabeth Bonnell
290,data:titanic:passenger:33,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
291,data:titanic:passenger:33,has_an_age_of,58.0
292,data:titanic:passenger:33,stayed_in,data:titanic:cabin:C103
293,data:titanic:ticket113783,cost,26.55
294,data:titanic:passenger:33,purchased,data:titanic:ticket113783
295,data:titanic:ticket113783,has_a_cabin,data:titanic:cabin:C103
296,data:titanic:passenger:34,is_a,https://en.wikipedia.org/wiki/Man
297,data:titanic:passenger:34,has_a_name,John James Borebank
298,data:titanic:passenger:34,has_a_marital_status,Unknown
299,data:titanic:passenger:34,has_an_age_of,42.0
300,data:titanic:passenger:34,stayed_in,data:titanic:cabin:D22
301,data:titanic:ticket110489,cost,26.55
302,data:titanic:passenger:34,purchased,data:titanic:ticket110489
303,data:titanic:ticket110489,has_a_cabin,data:titanic:cabin:D22
304,data:titanic:passenger:35,is_a,https://en.wikipedia.org/wiki/Woman
305,data:titanic:passenger:35,has_a_name,Grace Scott Bowen
306,data:titanic:passenger:35,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
307,data:titanic:passenger:35,has_an_age_of,45.0
308,data:titanic:passenger:35,stayed_in,data:titanic:cabin:unknown
309,data:titanic:ticketPC 17608,cost,262.375
310,data:titanic:passenger:35,purchased,data:titanic:ticketPC 17608
311,data:titanic:ticketPC 17608,has_a_cabin,data:titanic:cabin:unknown
312,data:titanic:passenger:36,is_a,https://en.wikipedia.org/wiki/Woman
313,data:titanic:passenger:36,has_a_name,Elsie Edith Bowerman
314,data:titanic:passenger:36,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
315,data:titanic:passenger:36,has_an_age_of,22.0
316,data:titanic:passenger:36,stayed_in,data:titanic:cabin:E33
317,data:titanic:ticket113505,cost,55.0
318,data:titanic:passenger:36,purchased,data:titanic:ticket113505
319,data:titanic:ticket113505,has_a_cabin,data:titanic:cabin:E33
320,data:titanic:passenger:37,is_a,https://en.wikipedia.org/wiki/Man
321,data:titanic:passenger:37,has_a_name,"George \(""George Arthur Brayton""\) Bradley"
322,data:titanic:passenger:37,has_a_marital_status,Unknown
323,data:titanic:passenger:37,has_an_age_of,Unknown
324,data:titanic:passenger:37,stayed_in,data:titanic:cabin:unknown
325,data:titanic:ticket111427,cost,26.55
326,data:titanic:passenger:37,purchased,data:titanic:ticket111427
327,data:titanic:ticket111427,has_a_cabin,data:titanic:cabin:unknown
328,data:titanic:passenger:38,is_a,https://en.wikipedia.org/wiki/Man
329,data:titanic:passenger:38,has_a_name,John Bertram Brady
330,data:titanic:passenger:38,has_a_marital_status,Unknown
331,data:titanic:passenger:38,has_an_age_of,41.0
332,data:titanic:passenger:38,stayed_in,data:titanic:cabin:A21
333,data:titanic:ticket113054,cost,30.5
334,data:titanic:passenger:38,purchased,data:titanic:ticket113054
335,data:titanic:ticket113054,has_a_cabin,data:titanic:cabin:A21
336,data:titanic:passenger:39,is_a,https://en.wikipedia.org/wiki/Man
337,data:titanic:passenger:39,has_a_name,Emil Brandeis
338,data:titanic:passenger:39,has_a_marital_status,Unknown
339,data:titanic:passenger:39,has_an_age_of,48.0
340,data:titanic:passenger:39,stayed_in,data:titanic:cabin:B10
341,data:titanic:ticketPC 17591,cost,50.4958
342,data:titanic:passenger:39,purchased,data:titanic:ticketPC 17591
343,data:titanic:ticketPC 17591,has_a_cabin,data:titanic:cabin:B10
344,data:titanic:passenger:40,is_a,https://en.wikipedia.org/wiki/Man
345,data:titanic:passenger:40,has_a_name,Arthur Jackson Brewe
346,data:titanic:passenger:40,has_a_marital_status,Unknown
347,data:titanic:passenger:40,has_an_age_of,Unknown
348,data:titanic:passenger:40,stayed_in,data:titanic:cabin:unknown
349,data:titanic:ticket112379,cost,39.6
350,data:titanic:passenger:40,purchased,data:titanic:ticket112379
351,data:titanic:ticket112379,has_a_cabin,data:titanic:cabin:unknown
352,data:titanic:passenger:41,is_a,https://en.wikipedia.org/wiki/Woman
353,data:titanic:passenger:41,has_a_name,James Joseph \(Margaret Tobin\) Brown
354,data:titanic:passenger:41,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
355,data:titanic:passenger:41,is_married_to,James Brown
356,data:titanic:passenger:41,has_an_age_of,44.0
357,data:titanic:passenger:41,stayed_in,data:titanic:cabin:B4
358,data:titanic:ticketPC 17610,cost,27.7208
359,data:titanic:passenger:41,purchased,data:titanic:ticketPC 17610
360,data:titanic:ticketPC 17610,has_a_cabin,data:titanic:cabin:B4
361,data:titanic:passenger:41,travel_with,data:titanic:passenger:-1
362,data:titanic:passenger:-1,travel_with,data:titanic:passenger:41
363,data:titanic:passenger:-1,is_married_to,data:titanic:passenger:41
364,data:titanic:passenger:42,is_a,https://en.wikipedia.org/wiki/Woman
365,data:titanic:passenger:42,has_a_name,John Murray \(Caroline Lane Lamson\) Brown
366,data:titanic:passenger:42,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
367,data:titanic:passenger:42,is_married_to,John Brown
368,data:titanic:passenger:42,has_an_age_of,59.0
369,data:titanic:passenger:42,stayed_in,data:titanic:cabin:C101
370,data:titanic:ticket11769,cost,51.4792
371,data:titanic:passenger:42,purchased,data:titanic:ticket11769
372,data:titanic:ticket11769,has_a_cabin,data:titanic:cabin:C101
373,data:titanic:passenger:42,travel_with,data:titanic:passenger:-1
374,data:titanic:passenger:-1,travel_with,data:titanic:passenger:42
375,data:titanic:passenger:-1,is_married_to,data:titanic:passenger:42
376,data:titanic:passenger:43,is_a,https://en.wikipedia.org/wiki/Woman
377,data:titanic:passenger:43,has_a_name,William Robert \(Emma Eliza Ward\) Bucknell
378,data:titanic:passenger:43,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
379,data:titanic:passenger:43,is_married_to,William Bucknell
380,data:titanic:passenger:43,has_an_age_of,60.0
381,data:titanic:passenger:43,stayed_in,data:titanic:cabin:D15
382,data:titanic:ticket11813,cost,76.2917
383,data:titanic:passenger:43,purchased,data:titanic:ticket11813
384,data:titanic:ticket11813,has_a_cabin,data:titanic:cabin:D15
385,data:titanic:passenger:43,travel_with,data:titanic:passenger:-1
386,data:titanic:passenger:-1,travel_with,data:titanic:passenger:43
387,data:titanic:passenger:-1,is_married_to,data:titanic:passenger:43
388,data:titanic:passenger:44,is_a,https://en.wikipedia.org/wiki/Woman
389,data:titanic:passenger:44,has_a_name,Elizabeth Margaret Burns
390,data:titanic:passenger:44,has_a_marital_status,https://en.wikipedia.org/wiki/Single_person
391,data:titanic:passenger:44,has_an_age_of,41.0
392,data:titanic:passenger:44,stayed_in,data:titanic:cabin:E40
393,data:titanic:ticket16966,cost,134.5
394,data:titanic:passenger:44,purchased,data:titanic:ticket16966
395,data:titanic:ticket16966,has_a_cabin,data:titanic:cabin:E40
396,data:titanic:passenger:45,is_a,https://en.wikipedia.org/wiki/Man
397,data:titanic:passenger:45,has_a_name,Archibald Willingham Butt
398,data:titanic:passenger:45,has_a_marital_status,Unknown
399,data:titanic:passenger:45,has_an_age_of,45.0
400,data:titanic:passenger:45,stayed_in,data:titanic:cabin:B38
401,data:titanic:ticket113050,cost,26.55
402,data:titanic:passenger:45,purchased,data:titanic:ticket113050
403,data:titanic:ticket113050,has_a_cabin,data:titanic:cabin:B38
404,data:titanic:passenger:46,is_a,https://en.wikipedia.org/wiki/Man
405,data:titanic:passenger:46,has_a_name,Alexander Cairns
406,data:titanic:passenger:46,has_a_marital_status,Unknown
407,data:titanic:passenger:46,has_an_age_of,Unknown
408,data:titanic:passenger:46,stayed_in,data:titanic:cabin:unknown
409,data:titanic:ticket113798,cost,31.0
410,data:titanic:passenger:46,purchased,data:titanic:ticket113798
411,data:titanic:ticket113798,has_a_cabin,data:titanic:cabin:unknown
412,data:titanic:passenger:47,is_a,https://en.wikipedia.org/wiki/Man
413,data:titanic:passenger:47,has_a_name,Edward Pennington Calderhead
414,data:titanic:passenger:47,has_a_marital_status,Unknown
415,data:titanic:passenger:47,has_an_age_of,42.0
416,data:titanic:passenger:47,stayed_in,data:titanic:cabin:E24
417,data:titanic:ticketPC 17476,cost,26.2875
418,data:titanic:passenger:47,purchased,data:titanic:ticketPC 17476
419,data:titanic:ticketPC 17476,has_a_cabin,data:titanic:cabin:E24
420,data:titanic:passenger:48,is_a,https://en.wikipedia.org/wiki/Woman
421,data:titanic:passenger:48,has_a_name,Edward \(Helen Churchill Hungerford\) Candee
422,data:titanic:passenger:48,has_a_marital_status,https://en.wikipedia.org/wiki/Marriage
423,data:titanic:passenger:48,is_married_to,Edward Candee
424,data:titanic:passenger:48,has_an_age_of,53.0
425,data:titanic:passenger:48,stayed_in,data:titanic:cabin:unknown
426,data:titanic:ticketPC 17606,cost,27.4458
427,data:titanic:passenger:48,purchased,data:titanic:ticketPC 17606
428,data:titanic:ticketPC 17606,has_a_cabin,data:titanic:cabin:unknown
429,data:titanic:passenger:48,travel_with,data:titanic:passenger:-1
430,data:titanic:passenger:-1,travel_with,data:titanic:passenger:48
